ID,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,renovated,zipcode,lat,long,sqft_living15,sqft_lot15
39,861990,5,2.75,3595,5639,2,0,0,3,9,3595,0,2014,0,0,98053,47.6848,-122.016,3625,5639
40,685000,3,1,1570,2280,2,0,0,3,7,1570,0,1922,0,0,98119,47.6413,-122.364,1580,2640
41,309000,3,1,1280,9656,1,0,0,4,6,920,360,1959,0,0,98058,47.4485,-122.175,1340,8808
42,488000,3,2.5,3160,13603,2,0,0,3,8,3160,0,2003,0,0,98019,47.7443,-121.977,3050,9232
43,210490,3,1,990,8528,1,0,0,3,6,990,0,1966,0,0,98023,47.3066,-122.371,1228,8840
44,785000,4,2.5,2290,13416,2,0,0,4,9,2290,0,1981,0,0,98007,47.6194,-122.151,2680,13685
45,1350000,3,2.5,2753,65005,1,1,2,5,9,2165,588,1953,0,0,98070,47.4041,-122.451,2680,72513
46,228000,3,1,1190,9199,1,0,0,3,7,1190,0,1955,0,0,98148,47.4258,-122.322,1190,9364
47,345000,5,2.5,3150,9134,1,0,0,4,8,1640,1510,1966,0,0,98056,47.4934,-122.189,1990,9133
48,600000,3,1.75,1410,4080,1,0,0,4,7,1000,410,1950,0,0,98117,47.6808,-122.384,1410,4080
49,585000,2,1.75,1980,8550,1,0,0,3,7,990,990,1981,0,0,98117,47.6989,-122.369,1480,6738
50,885000,4,2.5,2830,5000,2,0,0,3,9,2830,0,1995,0,0,98105,47.6597,-122.29,1950,5000
51,292500,4,2.5,2250,4495,2,0,0,3,7,2250,0,2008,0,0,98042,47.3663,-122.114,2250,4500
52,951000,5,3.25,3250,14342,2,0,4,4,8,3250,0,1968,0,0,98008,47.588,-122.116,2960,11044
53,289000,3,1.75,1260,8400,1,0,0,3,7,1260,0,1954,0,0,98148,47.4366,-122.335,1290,8750
54,505000,3,1.75,2519,8690,2,0,0,5,8,2519,0,1973,0,0,98166,47.4428,-122.344,2500,9500
55,425000,3,2.25,1660,6000,1,0,0,3,7,1110,550,1979,0,0,98122,47.6113,-122.297,1440,4080
56,975000,4,2.5,2720,11049,2,0,0,3,10,2720,0,1989,0,0,98004,47.5815,-122.192,2750,11049
57,287000,4,2.5,2240,4648,2,0,0,3,7,2240,0,2005,0,0,98001,47.3378,-122.257,2221,4557
58,1040000,5,3.25,4770,50094,1,0,0,4,11,3070,1700,1973,0,0,98005,47.6525,-122.16,3530,38917
59,325000,3,2,1260,5612,1,0,0,4,7,1260,0,1972,0,0,98034,47.7362,-122.179,1640,4745
60,360000,4,2.5,2380,5000,2,0,0,3,8,2380,0,2005,0,0,98038,47.3608,-122.036,2420,5000
61,832500,4,4,3430,35102,2,0,0,4,10,2390,1040,1986,0,0,98075,47.5822,-121.987,3240,35020
62,380000,4,1.75,1760,7300,1,0,0,3,7,880,880,1956,0,0,98008,47.6034,-122.125,1680,7500
63,480000,3,1,1040,5060,1,0,0,3,7,1040,0,1941,0,0,98116,47.5636,-122.394,890,5060
64,720000,4,2.5,3450,39683,2,0,0,3,10,3450,0,2002,0,0,98010,47.342,-122.025,3350,39750
65,360000,4,2.5,1900,5889,2,0,0,3,7,1900,0,1992,0,0,98038,47.349,-122.031,1870,6405
66,355000,2,1,2020,6720,1,0,0,3,7,1010,1010,1948,0,0,98118,47.5474,-122.291,1720,6720
67,315000,3,1,960,6634,1,0,0,3,6,960,0,1952,0,0,98125,47.7264,-122.31,1570,7203
68,940000,3,1.5,2140,3600,2,0,0,3,9,1900,240,1925,0,0,98119,47.6337,-122.365,2020,4800
69,305000,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,0,98092,47.2909,-122.189,1590,8165
70,461000,3,3.25,2770,6278,2,0,0,3,9,1980,790,2006,0,0,98056,47.5228,-122.199,1900,7349
71,215000,2,2.25,1610,2040,2,0,0,4,7,1610,0,1979,0,0,98056,47.518,-122.194,1950,2025
72,335000,2,1.75,1030,1066,2,0,0,3,7,765,265,2006,0,0,98136,47.5394,-122.387,1030,1106
73,1100000,5,2.75,3520,6353,2,0,0,4,10,3520,0,2001,0,0,98199,47.6506,-122.391,2520,6250
74,153000,3,1,1200,10500,1,0,0,3,7,1200,0,1962,0,0,98023,47.322,-122.351,1350,10500
75,430000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,0,98117,47.687,-122.386,1570,4500
76,700000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,0,98117,47.687,-122.386,1570,4500
77,199000,4,1.5,1160,6400,1,0,0,4,7,1160,0,1975,0,0,98023,47.3036,-122.378,1160,6400
78,314000,3,1.75,1810,41800,1,0,0,5,7,1210,600,1980,0,0,98038,47.4109,-121.958,1650,135036
79,437500,3,2.5,2320,36847,2,0,2,3,9,2320,0,1992,0,0,98045,47.4838,-121.714,2550,35065
80,555000,3,2,1980,3478,1.5,0,0,4,7,1440,540,1929,0,0,98117,47.6775,-122.372,1610,3478
81,699950,3,2.25,2190,107593,2,0,0,4,8,2190,0,1983,0,0,98077,47.7731,-122.08,2570,47777
82,1090000,3,2.5,2920,8113,2,0,0,3,8,2920,0,1950,2010,1,98004,47.5814,-122.196,2370,8113
83,460000,3,1,1670,4005,1.5,0,0,4,7,1170,500,1939,0,0,98117,47.6878,-122.38,1240,4005
84,188500,2,1.75,1240,2493,1,0,0,4,8,1240,0,1985,0,0,98198,47.3813,-122.322,1270,4966
85,597750,4,2.5,2310,9624,2,0,0,3,8,2310,0,1984,0,0,98027,47.5386,-122.053,1940,9636
86,570000,3,1.75,1260,3328,1,0,0,5,6,700,560,1905,0,0,98103,47.6823,-122.349,1380,3536
87,329950,3,1.75,2080,5969,1,0,2,3,7,1080,1000,1971,0,0,98108,47.5474,-122.295,2090,5500
88,480000,4,2.5,3230,16171,2,0,3,3,9,2520,710,2001,0,0,98001,47.3183,-122.253,2640,8517
89,740500,3,3.5,4380,6350,2,0,0,3,8,2780,1600,1900,1999,1,98117,47.6981,-122.368,1830,6350
90,205425,2,1,880,6780,1,0,0,4,6,880,0,1945,0,0,98178,47.5009,-122.248,1190,6780
91,171800,4,2,1570,9600,1,0,0,3,6,1570,0,1950,0,0,98168,47.4965,-122.303,1880,9000
92,535000,4,1,1610,2982,1.5,0,0,4,7,1610,0,1925,0,0,98144,47.587,-122.294,1610,4040
93,395000,2,1,770,6000,1,0,0,3,6,770,0,1953,0,0,98117,47.6999,-122.364,1710,6000
94,445000,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,0,98118,47.5299,-122.266,1850,4400
95,770000,3,2.25,2910,10204,2,0,0,3,9,2910,0,1990,0,0,98052,47.6897,-122.098,2700,13992
96,445000,3,2.25,2100,8201,1,0,2,3,8,1620,480,1967,0,0,98178,47.5091,-122.244,2660,8712
97,260000,4,2.25,2160,8811,1,0,0,3,8,1360,800,1978,0,0,98023,47.3129,-122.39,2090,8400
98,822500,5,3.5,2320,4960,2,0,0,5,7,1720,600,1926,0,0,98103,47.6763,-122.352,1700,4960
99,430000,4,2.5,2070,4310,2,0,0,3,7,2070,0,2004,0,0,98065,47.5319,-121.85,1970,3748
100,660500,4,2.25,2010,9603,1,0,0,3,8,1440,570,1986,0,0,98027,47.5343,-122.054,2060,9793
101,784000,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,0,98052,47.697,-122.072,2480,88500
102,220000,4,1.75,2020,7840,1,0,0,3,7,1010,1010,1968,0,0,98003,47.3309,-122.299,1750,8140
103,519950,3,2.25,1170,1249,3,0,0,3,8,1170,0,2014,0,0,98107,47.6722,-122.381,1350,1310
104,527700,5,2.5,2820,9375,1,0,0,4,8,1550,1270,1968,0,0,98006,47.5707,-122.128,2820,9375
105,205000,3,1,1610,8579,1,0,0,4,7,1010,600,1962,0,0,98058,47.4563,-122.171,1610,8579
106,420000,3,1,1060,8097,1,0,0,4,7,940,120,1923,0,0,98133,47.7144,-122.351,1560,7940
107,500000,4,2.25,2030,8517,1,0,0,4,8,1380,650,1961,0,0,98006,47.5495,-122.174,2230,8824
108,890000,4,1,2550,4000,2,0,0,3,8,2370,180,1905,0,0,98109,47.6354,-122.353,2200,4000
109,430000,2,2.5,2420,60984,2,0,0,3,7,2420,0,2007,0,0,98027,47.5262,-121.943,1940,193842
110,511000,3,1,1430,3455,1,0,0,3,7,980,450,1947,0,0,98103,47.6873,-122.336,1450,4599
111,532170,3,2,1360,3090,2,0,0,3,8,1360,0,1990,0,0,98103,47.6838,-122.353,1500,3090
112,2250000,4,3.25,5180,19850,2,0,3,3,12,3540,1640,2006,0,0,98006,47.562,-122.162,3160,9750
113,350000,1,1,700,5100,1,0,0,3,7,700,0,1942,0,0,98115,47.679,-122.3,1010,5100
114,650000,5,3.5,3960,25245,2,0,0,3,9,2500,1460,1996,0,0,98056,47.525,-122.172,2640,13675
115,320000,4,2.75,2640,7500,1,0,0,3,8,1620,1020,1967,0,0,98023,47.3135,-122.369,1980,7875
116,247000,3,2,1270,7198,1.5,0,0,3,7,1270,0,1916,2013,1,98022,47.2086,-121.996,1160,7198
117,320000,4,1.75,1760,11180,1,0,0,4,8,1760,0,1968,0,0,98059,47.4715,-122.118,1730,11180
118,255000,5,2.25,2060,8632,1,0,0,3,7,1030,1030,1962,0,0,98146,47.4877,-122.335,1010,11680
119,438000,3,1.75,1780,9660,1,0,0,3,7,1780,0,1962,0,0,98034,47.7171,-122.193,1200,9660
120,441000,3,2.75,1910,7280,1,0,0,3,7,1160,750,1979,0,0,98034,47.7319,-122.224,1710,8152
121,420000,3,2,2020,38332,1,0,0,4,7,1010,1010,1975,0,0,98027,47.4582,-122.023,2110,36590
122,653000,3,2.5,2680,9750,1,0,0,4,8,1610,1070,1979,0,0,98034,47.7028,-122.231,2480,8750
123,272000,3,1.75,2160,7140,1,0,0,4,7,1670,490,1978,0,0,98023,47.3026,-122.374,1930,7350
124,917500,4,2.5,3880,35003,2,0,0,3,10,2570,1310,1984,0,0,98033,47.6477,-122.182,3740,35230
125,673000,4,2.25,2590,8190,2,0,0,4,8,2590,0,1980,0,0,98006,47.5619,-122.125,2260,8335
126,425000,3,2.5,1120,1100,2,0,0,3,8,820,300,2008,0,0,98122,47.6106,-122.31,1590,1795
127,399950,5,2.75,1970,5400,1,0,0,3,7,1320,650,1986,0,0,98144,47.5868,-122.308,1280,2150
128,385000,3,1,1220,4800,1,0,0,3,6,1220,0,1901,0,0,98122,47.6101,-122.307,1200,4800
129,269950,3,1.5,1950,7560,1,0,2,4,7,1320,630,1975,0,0,98022,47.1976,-121.999,1950,8941
130,330000,2,1,1350,8220,1,0,0,3,7,1060,290,1949,0,0,98177,47.7224,-122.358,1540,8280
131,470000,4,3,2380,5125,1.5,0,0,4,7,1680,700,1925,0,0,98126,47.5384,-122.376,1410,5375
132,163500,2,1.5,1050,3419,2,0,0,3,7,1050,0,1996,0,0,98038,47.3848,-122.039,1050,3417
133,1100000,5,3,4090,12850,1,0,2,4,10,2090,2000,1986,0,0,98033,47.6627,-122.188,2540,10270
134,269000,4,1.75,1490,10000,1,0,0,4,8,1100,390,1969,0,0,98023,47.3099,-122.379,2190,8910
135,615000,4,1,1330,2400,1.5,0,0,4,6,1330,0,1901,0,0,98103,47.65,-122.34,1330,4400
136,305000,3,1.75,1650,9480,1,0,0,3,7,1220,430,1977,0,0,98034,47.726,-122.191,1540,8400
137,799000,3,2.5,2140,9897,1,0,0,4,8,2140,0,1959,0,0,98040,47.5505,-122.219,2680,10083
138,400000,3,2.5,2180,7508,1,0,0,4,7,1420,760,1962,0,0,98133,47.7606,-122.336,1900,7818
139,230000,3,1,1060,10228,1,0,0,3,7,1060,0,1948,0,0,98155,47.7481,-122.3,1570,10228
140,256883,3,2.5,1690,5025,2,0,0,3,8,1690,0,2003,0,0,98023,47.2779,-122.347,2550,5001
141,465000,3,2.5,2150,4084,2,0,0,3,8,2150,0,2007,0,0,98126,47.5488,-122.372,1750,2385
142,440000,3,2.5,1910,66211,2,0,0,3,7,1910,0,1997,0,0,98024,47.5385,-121.911,2330,67268
143,385000,3,1.75,1350,155073,1,0,0,4,7,1350,0,1969,0,0,98038,47.4058,-121.994,1560,50965
144,210000,3,1,860,11725,1,0,0,4,6,860,0,1943,0,0,98056,47.5093,-122.184,1300,9514
145,297000,3,2.5,1940,14952,2,0,0,3,8,1940,0,1994,0,0,98042,47.3777,-122.165,2030,10450
146,470000,3,1,1010,5000,1,0,0,3,7,1010,0,1952,0,0,98107,47.675,-122.394,1680,5000
147,274250,3,1,910,8450,1,0,0,4,6,910,0,1962,0,0,98059,47.4787,-122.158,1400,8040
148,840000,4,1.75,2480,11010,1,0,0,4,9,1630,850,1966,0,0,98040,47.5378,-122.219,2770,10744
149,677900,3,2.5,2440,4587,2,0,0,3,8,2440,0,2010,0,0,98052,47.7073,-122.114,2750,4587
150,425000,3,1,1010,5864,1,0,0,3,7,1010,0,1915,0,0,98116,47.5733,-122.381,1290,5000
151,180250,2,0.75,900,9600,1,0,0,3,6,900,0,1941,0,0,98166,47.4604,-122.339,1250,14280
152,464000,6,3,2300,3404,2,0,0,3,7,1600,700,1920,1994,1,98133,47.7067,-122.343,1560,1312
153,465000,3,2.5,2714,17936,2,0,0,3,9,2714,0,2005,0,0,98001,47.3185,-122.275,2590,18386
154,477000,4,2.75,1720,6270,2,0,0,3,8,1720,0,1978,0,0,98118,47.5458,-122.268,2130,8700
155,280000,2,1,850,16400,1,0,0,3,6,850,0,1923,0,0,98168,47.4889,-122.299,1100,14459
156,1510000,5,3,3300,33474,1,0,3,3,9,1870,1430,1957,1991,1,98040,47.5673,-122.21,3836,20953
157,445838,3,2.5,2250,5692,2,0,0,3,8,2250,0,2000,0,0,98146,47.5133,-122.379,1320,5390
158,1070000,2,2.25,3900,14864,1,0,3,3,8,1950,1950,1947,0,0,98144,47.5884,-122.291,2580,5184
159,279950,3,2,1750,9750,1,0,0,3,7,1350,400,1961,0,0,98198,47.398,-122.299,1900,10125
160,527000,4,2.25,2330,19436,2,0,0,3,8,2330,0,1987,0,0,98011,47.7663,-122.215,1910,10055
161,328000,3,2.25,2020,8379,2,0,0,3,7,2020,0,1994,0,0,98038,47.3828,-122.023,2020,8031
162,390000,3,2.25,1250,7500,1,0,0,5,7,1250,0,1942,0,0,98146,47.5123,-122.373,1280,7392
163,479950,2,2,1510,6516,1,0,0,3,8,1510,0,2005,0,0,98053,47.7076,-122.013,1640,6009
164,264950,4,2.25,1720,9753,1,0,0,4,7,1120,600,1978,0,0,98023,47.2922,-122.371,1510,9753
165,235000,3,1,1430,15246,1,0,0,4,7,980,450,1961,0,0,98031,47.4075,-122.214,1960,13068
166,315000,6,2.75,2940,7350,1,0,0,3,8,1780,1160,1978,0,0,98023,47.3103,-122.339,2120,8236
167,213000,2,1,1000,10200,1,0,0,3,6,1000,0,1961,0,0,98024,47.5687,-121.899,1150,13702
168,475000,3,1.5,2480,5280,1.5,0,0,5,7,1620,860,1947,0,0,98108,47.5575,-122.303,2090,4800
169,1030000,5,4,3760,28040,2,0,0,3,10,3760,0,1983,0,0,98033,47.6489,-122.183,3430,35096
170,416000,3,2,2220,94300,1,0,0,5,7,1640,580,1976,0,0,98010,47.3459,-121.95,2070,80100
171,410000,4,1,1970,4740,1.5,0,0,3,7,1670,300,1904,2005,1,98122,47.6136,-122.303,1510,4740
172,472000,6,2.5,4410,14034,1,0,2,4,9,2350,2060,1965,0,0,98003,47.3376,-122.324,2600,13988
173,225000,3,1.75,1430,8505,1,0,0,4,7,1430,0,1968,0,0,98003,47.3173,-122.319,1190,8640
174,210000,2,1,830,6000,1,0,0,3,6,830,0,1940,0,0,98126,47.5308,-122.376,830,4960
175,225000,3,1,1300,8316,1,0,0,4,6,1300,0,1954,0,0,98002,47.3221,-122.216,1260,8316
176,480000,2,1,1030,3060,1,0,2,4,7,790,240,1918,0,0,98103,47.6779,-122.353,1390,3060
177,363000,3,2.5,2740,11872,2,0,0,3,9,2740,0,1990,0,0,98023,47.3076,-122.395,2570,10377
178,2400000,4,2.5,3650,8354,1,1,4,3,9,1830,1820,2000,0,0,98074,47.6338,-122.072,3120,18841
179,181000,2,1.5,720,5120,1,0,0,3,6,720,0,1954,0,0,98106,47.5218,-122.357,1150,2566
180,250000,4,2,2010,7312,1,0,0,4,7,2010,0,1976,0,0,98002,47.2785,-122.213,2010,7650
181,481000,3,1.75,1560,3000,1,0,0,4,6,770,790,1918,0,0,98103,47.6846,-122.345,1390,3000
182,260000,3,2,1810,7209,1,0,0,4,7,1240,570,1978,0,0,98032,47.3656,-122.278,1750,7209
183,455000,4,2.5,3360,7685,2,0,0,3,9,3360,0,2001,0,0,98058,47.4369,-122.111,3060,6567
184,415000,3,2.25,1510,36224,2,0,0,3,8,1510,0,1991,0,0,98045,47.4616,-121.711,1730,36224
185,349500,3,1,1400,3538,1,0,0,3,7,800,600,1953,0,0,98118,47.5405,-122.27,1620,6331
186,245000,3,2.5,1730,7442,2,0,0,3,7,1730,0,1987,0,0,98030,47.3507,-122.178,1630,6458
187,385000,4,1.75,2360,7620,1,0,0,4,7,1180,1180,1955,0,0,98106,47.5278,-122.345,1910,7620
188,315000,3,1.75,1580,11455,1,0,0,4,7,1200,380,1974,0,0,98059,47.4756,-122.147,1550,10650
189,237000,3,1.75,1270,8470,1,0,0,4,7,1270,0,1960,0,0,98198,47.4207,-122.29,1600,8470
190,525000,3,2.25,2100,40510,2,0,0,3,10,1320,780,1979,0,0,98074,47.6154,-122.047,2380,33450
191,425000,2,1,770,5040,1,0,0,3,5,770,0,1930,0,0,98144,47.5964,-122.299,1330,2580
192,369900,1,0.75,760,10079,1,1,4,5,5,760,0,1936,0,0,98070,47.4683,-122.438,1230,14267
193,285000,3,1,1120,10701,1,0,0,3,7,1120,0,1954,0,0,98106,47.5544,-122.358,1130,6350
194,415000,2,1,1070,4500,1,0,0,3,7,1070,0,1937,0,0,98115,47.6802,-122.29,1320,4465
195,272500,3,2.5,2070,9900,1,0,0,3,8,1420,650,1979,0,0,98023,47.2988,-122.371,2070,8250
196,2900000,4,3.25,5050,20100,1.5,0,2,3,11,4750,300,1982,2008,1,98004,47.6312,-122.223,3890,20060
197,436000,2,1,1040,7538,1,0,0,4,7,1040,0,1939,0,0,98133,47.7107,-122.352,1440,7530
198,236000,3,1,1300,5898,1,0,0,3,7,1300,0,1961,0,0,98178,47.5053,-122.255,1320,7619
199,331000,3,1.75,1080,1306,1,0,0,3,7,580,500,1954,2003,1,98199,47.6601,-122.4,1440,2225
200,365000,3,2.5,2653,4510,2,0,0,3,8,2653,0,2006,0,0,98031,47.4145,-122.166,2653,4927
201,450000,3,2,2290,16258,1,0,0,5,8,2290,0,1960,0,0,98058,47.4672,-122.165,1660,10530
202,455000,4,2.5,2210,49375,1,0,0,3,8,2210,0,1997,0,0,98038,47.3828,-122.071,2670,49385
203,170000,2,1,860,5265,1,0,0,3,6,860,0,1931,0,0,98178,47.5048,-122.272,1650,8775
204,2050000,5,3,3830,8480,2,0,1,5,9,2630,1200,1905,1994,1,98122,47.6166,-122.287,3050,7556
205,780000,4,2.5,3500,7048,2,0,0,3,9,3500,0,2005,0,0,98053,47.6811,-122.025,3920,7864
206,330000,3,3,2420,13959,1,0,0,4,8,1740,680,1988,0,0,98028,47.7486,-122.23,2570,13300
207,370000,4,2.5,2720,8666,2,0,0,3,9,2720,0,1992,0,0,98030,47.3846,-122.169,2410,8100
208,467000,5,2.25,2500,13500,1,0,0,3,7,1850,650,1979,0,0,98072,47.7564,-122.144,2300,9750
209,405000,3,1.75,1670,6720,1,0,0,3,7,1140,530,1980,0,0,98034,47.7198,-122.193,1670,7320
210,675000,5,2.25,2900,10300,1,0,0,3,8,1450,1450,1985,0,0,98006,47.5461,-122.151,2310,10300
211,500000,2,1,1640,14100,1,0,0,4,7,1140,500,1954,0,0,98006,47.5712,-122.143,1520,13527
212,389999,4,2.5,1890,15770,2,0,0,4,7,1890,0,1968,0,0,98166,47.4281,-122.343,2410,15256
213,360000,4,2.5,2160,9528,2,0,0,3,9,2160,0,1992,0,0,98001,47.3341,-122.255,2280,9937
214,550000,3,2,1970,4166,2,0,3,5,8,1270,700,1929,0,0,98126,47.5717,-122.375,2390,4166
215,879000,4,2.5,3360,22111,2,0,0,3,10,3360,0,1994,0,0,98075,47.5951,-122.017,3150,11374
216,265000,3,2,1320,8959,1,0,0,3,7,1320,0,1993,0,0,98042,47.3536,-122.144,1740,7316
217,446500,3,2.5,2650,7286,2,0,0,3,8,2650,0,1990,0,0,98059,47.5084,-122.154,2400,7220
218,267500,3,1.75,1590,11914,1,0,2,3,7,1090,500,1957,0,0,98188,47.4427,-122.274,1630,9052
219,3080000,4,5,4550,18641,1,1,4,3,10,2600,1950,2002,0,0,98074,47.6053,-122.077,4550,19508
220,335000,3,2.5,2440,7632,2,0,0,3,8,2440,0,1998,0,0,98003,47.3494,-122.301,2510,7903
221,576000,3,2.5,1940,9000,1,0,0,4,7,970,970,1948,0,0,98117,47.6933,-122.393,2190,7310
222,208633,3,2.5,2040,3810,2,0,0,3,8,2040,0,2006,0,0,98038,47.3537,-122,2370,4590
223,315000,3,2.25,2200,8750,1,0,0,4,7,1120,1080,1964,0,0,98166,47.476,-122.337,1460,10139
224,725000,3,1.75,1920,3300,1,0,0,4,8,960,960,1913,0,0,98112,47.6239,-122.298,1740,4000
225,550000,4,2.75,1800,7750,1,0,0,4,8,1400,400,1965,0,0,98177,47.7776,-122.384,1800,8275
226,550700,2,1,1010,5000,1.5,0,0,4,6,1010,0,1908,0,0,98105,47.6692,-122.297,1460,5000
227,834000,4,2.5,2370,4000,1.5,0,2,5,8,1980,390,1928,0,0,98144,47.601,-122.294,2440,5750
228,2380000,5,2.5,3650,9050,2,0,4,5,10,3370,280,1921,0,0,98119,47.6345,-122.367,2880,5400
229,1380000,4,3.25,4290,12103,1,0,3,3,11,2690,1600,1997,0,0,98006,47.5503,-122.102,3860,11244
230,1400000,4,3.25,4290,12103,1,0,3,3,11,2690,1600,1997,0,0,98006,47.5503,-122.102,3860,11244
231,305000,4,2.25,1950,7700,1,0,0,3,8,1350,600,1979,0,0,98058,47.4441,-122.125,2150,7350
232,487000,3,2,2590,14052,1,0,0,5,8,1720,870,1948,0,0,98133,47.7357,-122.333,1570,8162
233,390000,3,2.5,1930,64904,1,0,0,4,8,1930,0,1988,0,0,98042,47.346,-122.157,2350,57500
234,548000,2,1,1470,3864,1,0,0,4,7,1170,300,1916,0,0,98103,47.6638,-122.345,1570,3864
235,268750,4,1,800,8775,1,0,0,3,6,800,0,1943,0,0,98166,47.48,-122.336,1310,8775
236,819900,5,2.75,3150,7119,2,0,0,3,9,3150,0,2013,0,0,98052,47.6759,-122.151,1560,8384
237,520000,3,2.25,2030,16200,2,0,0,3,8,2030,0,1984,0,0,98027,47.5162,-122.057,2660,17958
238,230000,3,2,1450,11204,1,0,0,3,7,1450,0,2003,0,0,98001,47.2639,-122.252,1520,9518
239,274975,3,2.5,3030,45004,2,0,0,3,9,3030,0,1987,0,0,98077,47.7721,-122.093,3080,35781
240,740000,4,2,2050,4400,1.5,0,0,4,9,2050,0,1922,0,0,98102,47.644,-122.319,2320,5500
